dataset_id,tag_name
1029,rdf
1029,json
1029,xml
1030,html
1030,zip
1030,text
1030,png
1030,kml
1030,tiff
1031,esri rest
1031,zip
1032,zip
1033,csv
1033,rdf
1033,json
1033,xml
1034,csv
1034,rdf
1034,json
1034,xml
1035,csv
1035,rdf
1035,json
1035,xml
1036,html
1036,csv
1038,csv
1038,sas
1038,spss
1038,pdf
1038,html
1040,xls
1042,xml
1043,pdf
1044,xls
1045,xls
1046,csv
1046,rdf
1046,json
1046,xml
1047,csv
1047,rdf
1047,json
1047,xml
1048,zip
1048,xml
1048,pdf
1049,html
1050,html
1051,csv
1051,xml
1052,csv
1052,rdf
1052,json
1052,xml
1053,csv
1053,rdf
1053,json
1053,xml
1054,csv
1054,zip
1054,html
1056,csv
1056,rdf
1056,json
1056,xml
1057,html
1058,csv
1058,rdf
1058,json
1058,xml
1059,api
1061,html
1061,gov
1062,html
1064,pdf
1064,text
1064,csv
1064,html
1065,csv
1065,rdf
1065,json
1065,xml
1066,csv
1066,rdf
1066,json
1066,xml
1067,zip
1069,csv
1069,zip
1071,html
1071,csv
1072,html
1072,exe
1072,application/vnd.snesdev-page-table
1073,csv
1073,pdf
1073,chart
1073,zip
1074,html
1075,csv
1075,rdf
1075,json
1075,xml
1076,bin
1078,html
1078,arcgis geoservices rest api
1078,ogc wms
1078,csv
1078,zip
1078,geojson
1078,kml
1079,api
1080,csv
1080,rdf
1080,json
1080,xml
1081,html
1082,zip
1084,xml
